B103-002,B103,rmart188,2018-09-04 03:57 PM,2018-09-04 04:03 PM,351,351,2018-09-04,3:57:00 PM,Tuesday,
B103-019,B103,tpoon025,2018-09-06 09:05 AM,2018-09-06 09:07 AM,90,90,2018-09-06,9:05:00 AM,Thursday,
B103-019,B103,tpoon025,2018-09-06 09:19 AM,2018-09-06 11:30 AM,7885,7885,2018-09-06,9:19:00 AM,Thursday,
B103-018,B103,mwalk762,2018-09-06 09:27 AM,2018-09-06 10:11 AM,2641,2641,2018-09-06,9:27:00 AM,Thursday,
B103-004,B103,fbuls722,2018-09-06 10:28 AM,2018-09-06 11:35 AM,4022,4022,2018-09-06,10:28:00 AM,Thursday,
B103-007,B103,rma287,2018-09-06 11:22 AM,2018-09-06 12:46 PM,4984,4984,2018-09-06,11:22:00 AM,Thursday,
B103-012,B103,csolt654,2018-09-06 11:36 AM,2018-09-06 12:15 PM,2321,2321,2018-09-06,11:36:00 AM,Thursday,
B103-010,B103,mwalk762,2018-09-06 11:38 AM,2018-09-06 02:29 PM,10256,10256,2018-09-06,11:38:00 AM,Thursday,
B103-004,B103,ajama423,2018-09-06 12:48 PM,2018-09-06 01:03 PM,931,931,2018-09-06,12:48:00 PM,Thursday,
B103-001,B103,rgoyh021,2018-09-06 12:48 PM,2018-09-06 12:54 PM,360,360,2018-09-06,12:48:00 PM,Thursday,
B103-006,B103,sosma464,2018-09-06 12:57 PM,2018-09-06 01:10 PM,761,761,2018-09-06,12:57:00 PM,Thursday,
B103-011,B103,klam260,2018-09-06 01:46 PM,2018-09-06 02:22 PM,2172,2172,2018-09-06,1:46:00 PM,Thursday,
B103-012,B103,csolt654,2018-09-06 01:56 PM,2018-09-06 02:05 PM,540,540,2018-09-06,1:56:00 PM,Thursday,
B103-007,B103,knguy555,2018-09-06 02:10 PM,2018-09-06 02:14 PM,270,270,2018-09-06,2:10:00 PM,Thursday,
B103-012,B103,csolt654,2018-09-06 02:12 PM,2018-09-06 02:22 PM,621,621,2018-09-06,2:12:00 PM,Thursday,
B103-009,B103,mwalk762,2018-09-06 03:32 PM,2018-09-06 05:19 PM,6374,6374,2018-09-06,3:32:00 PM,Thursday,
B103-001,B103,seise389,2018-09-06 04:08 PM,2018-09-06 04:33 PM,1502,1502,2018-09-06,4:08:00 PM,Thursday,
