B173-015,B173,smelv384,2019-09-04 02:11 PM,2019-09-04 03:04 PM,3191,3191,2019-09-04,2:11:00 PM,Wednesday,
B173-015,B173,smelv384,2019-09-04 03:35 PM,2019-09-04 03:40 PM,250,250,2019-09-04,3:35:00 PM,Wednesday,
B107-025,B107,bstui142,2019-09-05 10:00 AM,2019-09-05 02:08 PM,14875,14875,2019-09-05,10:00:00 AM,Thursday,
B103-024,B103,tpoon025,2019-09-05 11:03 AM,2019-09-05 12:59 PM,6973,6973,2019-09-05,11:03:00 AM,Thursday,
B103-007,B103,jramo193,2019-09-05 11:09 AM,2019-09-05 11:17 AM,503,503,2019-09-05,11:09:00 AM,Thursday,
B162-026,B162,ttoon513,2019-09-05 11:23 AM,2019-09-05 12:25 PM,3741,3741,2019-09-05,11:23:00 AM,Thursday,
B162-029,B162,icati243,2019-09-05 11:25 AM,2019-09-05 12:19 PM,3261,3261,2019-09-05,11:25:00 AM,Thursday,
B162-021,B162,zdick850,2019-09-05 11:25 AM,2019-09-05 12:24 PM,3501,3501,2019-09-05,11:25:00 AM,Thursday,
B162-028,B162,atrac541,2019-09-05 11:25 AM,2019-09-05 12:24 PM,3491,3491,2019-09-05,11:25:00 AM,Thursday,
B162-027,B162,mtall587,2019-09-05 11:25 AM,2019-09-05 12:19 PM,3230,3230,2019-09-05,11:25:00 AM,Thursday,
B162-001,B162,cfrie337,2019-09-05 11:26 AM,2019-09-05 12:24 PM,3460,3460,2019-09-05,11:26:00 AM,Thursday,
B162-020,B162,jlewi359,2019-09-05 11:26 AM,2019-09-05 11:43 AM,1020,1020,2019-09-05,11:26:00 AM,Thursday,
B162-012,B162,ali520,2019-09-05 11:27 AM,2019-09-05 12:25 PM,3481,3481,2019-09-05,11:27:00 AM,Thursday,
B162-023,B162,sstoj543,2019-09-05 11:27 AM,2019-09-05 12:20 PM,3221,3221,2019-09-05,11:27:00 AM,Thursday,
B162-003,B162,kbrag274,2019-09-05 11:27 AM,2019-09-05 12:22 PM,3311,3311,2019-09-05,11:27:00 AM,Thursday,
B162-022,B162,ohame923,2019-09-05 11:27 AM,2019-09-05 12:40 PM,4382,4382,2019-09-05,11:27:00 AM,Thursday,
B162-015,B162,jhern657,2019-09-05 11:27 AM,2019-09-05 12:24 PM,3401,3401,2019-09-05,11:27:00 AM,Thursday,
B162-011,B162,okold525,2019-09-05 11:27 AM,2019-09-05 12:19 PM,3121,3121,2019-09-05,11:27:00 AM,Thursday,
B162-025,B162,Cdang596,2019-09-05 11:28 AM,2019-09-05 12:00 PM,1930,1930,2019-09-05,11:28:00 AM,Thursday,
