B103 - MONDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,77,453,406,437,227,3,0,60,519,421,547,412,128,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,86,83,166,152,10,18,68,424,377,457,320,138,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,360,239,280,298,101,63,69,525,337,458,345,185,133,87,266,241,212,203,170,113,40,19,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,48,223,183,175,141,29,61,118,562,559,488,383,68,64,87,87,75,58,58,58,58,37,29,29,23,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,301,236,79,87,79,67,68,532,484,476,224,44,82,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,111,166,154,121,27,71,469,439,317,259,29,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,109,96,212,182,53,6,32,408,325,486,317,143,145,58,106,213,174,203,171,30,9,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,133,168,189,132,35,29,87,362,356,331,217,0,0,13,29,29,3,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,168,185,216,231,187,86,66,322,263,282,203,92,116,89,141,95,58,42,13,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - THURSDAY - 2020.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,28,340,268,369,254,30,224,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,336,305,262,263,116,347,253,5,0,0,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,363,403,308,243,110,259,201,58,64,56,29,29,58,95,95,57,29,9,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,328,283,268,243,212,249,176,11,0,0,0,21,67,74,48,29,32,41,29,29,29,25,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,56,52,99,67,20,217,132,0,4,82,87,58,87,169,168,134,116,64,20,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,79,58,0,5,49,195,186,111,62,58,41,85,90,123,163,174,163,156,258,261,261,261,238,179,82,26,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,115,113,134,97,0,105,166,97,75,148,188,187,168,148,116,101,116,97,65,3,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,85,81,116,102,9,0,0,0,0,15,29,30,29,66,58,58,58,58,58,17,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,91,65,115,98,78,129,83,32,48,4,0,20,0,0,32,92,116,136,59,87,87,101,87,76,58,50,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - FRIDAY - 2020.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,289,247,301,222,253,183,404,268,73,29,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,169,145,208,209,205,177,272,208,8,0,0,19,29,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,23,137,145,170,227,200,220,262,137,41,4,0,25,29,29,29,29,12,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,58,104,156,174,201,206,334,241,58,20,0,0,26,29,42,55,1,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,64,117,333,408,283,321,583,493,440,322,53,44,1,29,29,29,29,29,29,2,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,152,214,406,350,431,437,603,542,458,402,145,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,81,87,106,154,222,209,154,156,136,113,115,98,130,134,70,58,40,29,29,29,29,29,19,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,98,120,260,260,169,148,267,251,199,173,132,145,145,145,131,64,58,58,45,29,26,43,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,53,107,114,150,200,203,143,29,29,50,44,29,29,29,29,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - SATURDAY - 2020.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,29,38,58,58,58,58,58,58,58,58,41,29,20,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - SUNDAY - 2020.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,29,29,29,29,7,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,58,58,58,58,27,0,0,24,29,24,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B162 - MONDAY - 2020.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,278,238,634,554,32,80,105,105,114,184,460,426,371,322,141,90,75,56,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,45,77,145,139,139,131,74,34,29,32,87,185,422,404,479,305,178,74,58,58,58,36,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,110,249,207,201,191,69,40,46,81,88,171,337,406,402,324,180,134,87,53,49,58,65,29,29,29,29,29,29,14,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,233,198,200,175,106,128,154,183,191,201,342,413,508,410,188,128,116,68,66,71,58,58,17,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,92,88,278,226,1,58,58,52,32,93,288,290,255,223,67,58,58,58,58,50,29,44,3,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,29,29,29,29,29,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,14,11,28,52,48,58,81,103,121,111,148,308,266,180,138,61,57,59,87,105,139,116,31,29,29,13,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,21,138,144,281,250,73,52,61,95,76,73,136,121,137,151,108,116,97,65,40,16,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,20,0,5,61,77,12,132,116,144,170,157,232,156,248,212,114,62,58,30,29,29,29,8,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B162 - TUESDAY - 2020.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,63,123,465,346,394,267,43,207,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,55,104,294,263,488,407,424,386,612,525,82,63,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,549,500,59,118,97,145,683,537,0,0,0,18,58,58,58,58,58,58,58,58,79,87,10,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,81,465,391,447,403,420,312,594,492,77,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,124,510,430,428,346,368,338,392,282,0,0,0,0,0,26,40,44,58,49,29,17,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,45,150,317,226,426,328,369,332,573,529,706,801,406,33,54,62,132,145,145,117,38,0,0,0,0,25,29,14,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,42,39,50,29,44,69,58,43,29,29,29,29,29,20,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,93,102,481,373,514,455,393,342,377,281,439,464,205,39,29,36,42,57,22,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,109,277,230,153,110,133,139,415,274,4,15,45,55,87,52,29,29,49,64,49,29,29,29,29,29,29,29,15,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,54,127,128,380,347,373,266,199,139,0,0,0,57,58,39,0,0,0,0,27,13,0,0,0,11,29,29,29,2,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B162 - WEDNESDAY - 2020.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,53,44,136,623,526,545,345,58,29,29,29,29,29,29,29,29,29,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,68,30,146,672,644,462,391,11,0,0,16,29,32,88,58,82,28,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,61,232,720,641,479,381,0,0,17,87,75,47,87,95,111,87,104,116,81,29,17,3,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,36,35,81,181,592,496,459,367,68,51,33,58,58,70,143,145,145,145,118,78,58,58,58,58,58,11,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,29,30,82,177,597,505,352,235,0,0,2,29,29,29,31,58,58,28,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,29,35,92,161,408,279,300,188,30,58,62,86,85,67,70,29,29,23,0,12,29,29,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,38,58,77,87,87,69,87,87,67,58,58,58,58,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,52,45,129,513,433,497,299,58,0,11,0,0,5,87,145,136,86,72,65,58,58,32,20,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,27,57,162,408,373,421,224,29,26,0,32,29,29,32,2,0,0,0,0,8,29,29,29,29,29,5,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,58,56,58,108,477,400,276,177,30,62,123,87,87,104,161,74,0,0,0,0,0,0,0,0,0,0,3,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B162 - THURSDAY - 2020.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,56,466,394,218,136,346,222,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
