B162-013,B162,jlope422,2020-01-06 12:43 PM,2020-01-06 12:53 PM,620,620,2020-01-06,12:43:00 PM,Monday,
B173-014,B173,hfied032,2020-01-06 02:23 PM,2020-01-06 02:50 PM,1610,1610,2020-01-06,2:23:00 PM,Monday,
B173-014,B173,hfied032,2020-01-06 03:20 PM,2020-01-06 03:26 PM,406,406,2020-01-06,3:20:00 PM,Monday,
B162-026,B162,atrac541,2020-01-07 08:48 AM,2020-01-07 09:49 AM,3650,3650,2020-01-07,8:48:00 AM,Tuesday,
B162-016,B162,lkouk509,2020-01-07 09:01 AM,2020-01-07 10:03 AM,3731,3731,2020-01-07,9:01:00 AM,Tuesday,
B103-014,B103,mnoel806,2020-01-07 09:20 AM,2020-01-07 10:05 AM,2671,2671,2020-01-07,9:20:00 AM,Tuesday,
B162-012,B162,rvani887,2020-01-07 09:23 AM,2020-01-07 10:37 AM,4420,4420,2020-01-07,9:23:00 AM,Tuesday,
B107-011,B107,rdutt915,2020-01-07 09:24 AM,2020-01-07 09:46 AM,1310,1310,2020-01-07,9:24:00 AM,Tuesday,
B103-001,B103,mwalk762,2020-01-07 09:27 AM,2020-01-07 12:47 PM,12023,12023,2020-01-07,9:27:00 AM,Tuesday,
B103-002,B103,zudou280,2020-01-07 09:35 AM,2020-01-07 12:42 PM,11233,11233,2020-01-07,9:35:00 AM,Tuesday,
B162-030,B162,jberg475,2020-01-07 09:40 AM,2020-01-07 10:29 AM,2951,2951,2020-01-07,9:40:00 AM,Tuesday,
B103-022,B103,ytaha093,2020-01-07 09:42 AM,2020-01-07 09:51 AM,530,530,2020-01-07,9:42:00 AM,Tuesday,
B162-009,B162,jconl266,2020-01-07 09:51 AM,2020-01-07 10:54 AM,3780,3780,2020-01-07,9:51:00 AM,Tuesday,
B107-016,B107,rhoth805,2020-01-07 09:53 AM,2020-01-07 10:52 AM,3491,3491,2020-01-07,9:53:00 AM,Tuesday,
B107-010,B107,eande242,2020-01-07 09:55 AM,2020-01-07 10:50 AM,3271,3271,2020-01-07,9:55:00 AM,Tuesday,
B107-008,B107,pstor226,2020-01-07 09:56 AM,2020-01-07 10:52 AM,3361,3361,2020-01-07,9:56:00 AM,Tuesday,
B162-019,B162,ywang980,2020-01-07 09:56 AM,2020-01-07 10:51 AM,3261,3261,2020-01-07,9:56:00 AM,Tuesday,
B162-028,B162,lokek555,2020-01-07 09:57 AM,2020-01-07 10:51 AM,3240,3240,2020-01-07,9:57:00 AM,Tuesday,
B162-003,B162,sdenn016,2020-01-07 09:57 AM,2020-01-07 10:04 AM,450,450,2020-01-07,9:57:00 AM,Tuesday,
B162-021,B162,ksiko870,2020-01-07 09:57 AM,2020-01-07 10:56 AM,3540,3540,2020-01-07,9:57:00 AM,Tuesday,
B162-020,B162,zly859,2020-01-07 09:57 AM,2020-01-07 10:51 AM,3221,3221,2020-01-07,9:57:00 AM,Tuesday,
B162-017,B162,malwa355,2020-01-07 09:57 AM,2020-01-07 10:51 AM,3210,3210,2020-01-07,9:57:00 AM,Tuesday,
B162-023,B162,rpawl634,2020-01-07 09:57 AM,2020-01-07 10:30 AM,1930,1930,2020-01-07,9:57:00 AM,Tuesday,
